Id,Predict
624,-1
625,-1
626,53 
627,-1
628,10 
629,-1
630,36 
631,-1
632,47 
633,-1
634,-1
635,60 
636,-1
637,32 82 
638,43 51 
639,69 
640,-1
641,12 53 
642,-1
643,19 
644,43 
645,-1
646,-1
647,36 
648,-1
649,0 34 
650,-1
651,6 
652,-1
653,-1
654,18 
655,-1
656,-1
657,19 
658,-1
659,-1
660,-1
661,-1
662,84 
663,-1
664,-1
665,92 94 
666,-1
667,-1
668,79 
669,-1
670,-1
671,-1
672,33 
673,-1
674,-1
675,-1
676,-1
677,12 
678,-1
679,-1
680,-1
681,-1
682,-1
683,45 
684,-1
685,26 
686,53 71 
687,-1
688,97 
689,-1
690,-1
691,-1
692,56 
693,-1
694,-1
695,-1
696,-1
697,-1
698,-1
699,13 
700,-1
701,10 80 
702,-1
703,-1
704,84 
705,75 
706,-1
707,41 
708,0 34 
709,-1
710,6 
711,-1
712,-1
713,-1
714,-1
715,28 
716,-1
717,-1
718,-1
719,38 
720,6 
721,-1
722,41 
723,-1
724,-1
725,-1
726,-1
727,-1
728,54 
729,77 
730,-1
731,11 
732,47 
733,47 
734,-1
735,-1
736,12 
737,-1
738,58 
739,31 
740,-1
741,-1
742,0 37 
743,47 96 
744,-1
745,16 
746,-1
747,-1
748,-1
749,13 
750,-1
751,-1
752,-1
753,59 
754,5 
755,19 39 53 
756,26 
757,-1
758,-1
759,36 
760,-1
761,-1
762,-1
763,-1
764,-1
765,-1
766,-1
767,-1
768,-1
769,-1
770,43 
771,-1
772,0 34 
773,77 
774,-1
775,94 
776,-1
777,-1
778,-1
779,0 83 
780,-1
781,-1
782,-1
783,-1
784,-1
785,95 
786,-1
787,-1
788,36 
789,-1
790,-1
791,-1
792,-1
793,-1
794,-1
795,41 
796,-1
797,-1
798,-1
799,-1
