Id,Predict
453,-1
454,-1
455,50 
456,5 
457,-1
458,10 
459,-1
460,-1
461,-1
462,-1
463,43 56 
464,98 
465,78 
466,-1
467,-1
468,-1
469,43 
470,46 
471,12 18 77 
472,-1
473,-1
474,-1
475,-1
476,-1
477,79 98 
478,-1
479,45 
480,72 87 
481,79 
482,49 88 97 
483,-1
484,-1
485,-1
486,56 
487,3 
488,46 
489,-1
490,24 
491,-1
492,63 
493,-1
494,-1
495,-1
496,-1
497,37 
498,-1
499,38 
500,-1
501,-1
502,-1
503,-1
504,-1
505,-1
506,-1
507,-1
508,-1
509,-1
510,-1
511,-1
512,69 
513,-1
514,-1
515,-1
516,16 63 
517,-1
518,-1
519,-1
520,-1
521,-1
522,-1
523,97 
524,-1
525,35 
526,-1
527,-1
528,-1
529,45 
530,-1
531,-1
532,18 
533,-1
534,-1
535,-1
536,78 
537,90 
538,-1
539,-1
540,15 28 
541,-1
542,43 
543,-1
544,-1
545,-1
546,-1
547,0 34 37 
548,0 34 
549,24 
550,33 
551,-1
552,89 
553,-1
554,38 
555,69 
556,69 
557,22 
558,-1
559,0 34 
560,-1
561,-1
562,-1
563,9 25 30 
564,-1
565,-1
566,47 
567,-1
568,-1
569,-1
570,-1
571,83 97 
572,-1
573,92 
574,38 
575,74 
576,-1
577,13 
578,-1
579,-1
580,-1
581,-1
582,16 
583,-1
584,-1
585,78 
586,-1
587,9 30 82 
588,-1
589,-1
590,10 
591,-1
592,-1
593,37 
594,-1
595,-1
596,-1
597,3 
598,-1
599,26 
600,-1
601,38 
602,-1
603,-1
604,-1
605,-1
606,10 
607,-1
608,-1
609,-1
610,-1
611,47 96 
612,44 
613,-1
614,-1
615,-1
616,-1
617,13 
618,-1
619,64 
620,9 25 30 
621,42 
622,67 
623,60 73 
624,-1
625,58 
626,37 
627,-1
628,-1
629,-1
630,-1
631,66 
632,-1
633,-1
634,-1
635,-1
636,0 34 
637,-1
638,-1
639,-1
640,-1
641,-1
642,45 
643,-1
644,13 95 
645,61 
646,-1
647,-1
648,-1
649,0 34 
650,-1
651,-1
652,-1
653,-1
654,86 
655,-1
656,-1
657,-1
658,51 
659,1 21 
660,-1
661,14 
662,-1
663,79 98 
664,-1
665,-1
666,43 56 74 84 
667,-1
668,-1
669,23 
670,-1
671,84 
672,33 
673,-1
674,-1
675,25 
676,-1
677,-1
678,-1
679,94 
680,10 
681,-1
682,-1
683,45 
684,-1
685,10 
686,-1
687,-1
688,97 
689,-1
690,-1
691,90 
692,-1
693,-1
694,-1
695,-1
696,-1
697,6 71 
698,-1
699,-1
700,-1
701,10 
702,-1
703,-1
704,-1
705,-1
706,-1
707,-1
708,-1
709,-1
710,-1
711,-1
712,-1
713,-1
714,0 82 
715,-1
716,47 96 
717,-1
718,-1
719,-1
720,-1
721,-1
722,-1
723,26 98 
724,-1
725,-1
726,-1
727,-1
728,49 
729,-1
730,-1
731,-1
732,-1
733,19 39 50 
734,66 
735,-1
736,36 60 73 
737,-1
738,-1
739,-1
740,15 28 53 92 
741,-1
742,-1
743,96 
744,-1
745,-1
746,79 
747,-1
748,-1
749,-1
750,-1
751,98 
752,-1
753,59 75 
754,5 
755,39 
756,-1
757,-1
758,41 
759,-1
760,-1
761,47 
762,-1
763,-1
764,63 
765,-1
766,-1
767,43 
768,-1
769,-1
770,-1
771,-1
772,0 34 
773,91 
774,-1
775,-1
776,-1
777,43 
778,-1
779,0 
780,-1
781,-1
782,-1
783,15 85 
784,-1
785,-1
786,-1
787,-1
788,-1
789,20 
790,41 
791,-1
792,-1
793,-1
794,-1
795,54 
796,97 
797,-1
798,-1
799,43 
